"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0065009","GO:0065009","regulation of molecular function",279,0.337459018128666,1.470355985288,0.00109730552661337,0.30318971857606,0.294512809484689,300,"tags=28%, list=21%, signal=27%","Esr1/Ngp/Syngr3/Il10/Ccl5/S100a9/Inca1/Ephb4/Ccl22/Kcns1/Irf4/Prtn3/Gzma/S100a8/Ccl17/Rgs8/Scn3b/Efna1/Mmp8/Fhl1/Wnk2/Ccl4/Cx3cl1/Il1b/Cd4/Pawr/Itgb2l/Neurl1a/Slc1a1/Cmya5/Wfdc2/Mapt/Srcin1/Plekhg4/Clock/Tnfrsf4/Gli3/Cd74/Gem/Ifit2/Cdh1/Ccl24/F2r/Havcr2/Dmd/S1pr1/Il6/Igtp/Kdr/Shank3/Serpine1/Cdkn1c/Scn1b/Casp6/Slpi/Arhgap29/Tnfsf10/Fabp4/Pim2/Trim30a/Irgm1/Cacnb3/Sdc4/Traf1/Hmga2/Oas3/Oasl1/Tgfb2/Serpinb2/Fgfr1/Lax1/Pde4b/Aqp1/Prkcq/Camk2a/Smad3/Ms4a2"
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process",12,-0.732674838412698,-1.8563359162416,0.00340088098458517,0.373160018399455,0.362480647174754,218,"tags=58%, list=15%, signal=50%","Prickle1/Trib2/Desi1/Apoe/Trem2/Trib1/Hspa1a"
"GO:0006140","GO:0006140","regulation of nucleotide metabolic process",12,-0.712214130191615,-1.80449580170344,0.00501261639656665,0.373160018399455,0.362480647174754,165,"tags=33%, list=11%, signal=30%","Adora2b/Trem2/Cda/Hsd11b1"
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",20,0.623571568260201,1.76233183981516,0.00438154765313545,0.373160018399455,0.362480647174754,145,"tags=40%, list=10%, signal=37%","Elane/S100a9/Ccl22/Ccl17/Ccl27a/Cxcl2/Adm/Cxcl10"
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process",18,0.636570317955968,1.76057251506445,0.00390681656454715,0.373160018399455,0.362480647174754,190,"tags=39%, list=13%, signal=34%","Esr1/Il10/Mmp8/Il1b/Itgb2l/Smpd3/Il6"
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process",18,0.636570317955968,1.76057251506445,0.00390681656454715,0.373160018399455,0.362480647174754,190,"tags=39%, list=13%, signal=34%","Esr1/Il10/Mmp8/Il1b/Itgb2l/Smpd3/Il6"
"GO:0006479","GO:0006479","protein methylation",14,0.680190498385192,1.74760654590523,0.00619484424563605,0.373160018399455,0.362480647174754,185,"tags=29%, list=13%, signal=25%","Kpna7/Prdm1/Setbp1/Lmna"
"GO:0008213","GO:0008213","protein alkylation",14,0.680190498385192,1.74760654590523,0.00619484424563605,0.373160018399455,0.362480647174754,185,"tags=29%, list=13%, signal=25%","Kpna7/Prdm1/Setbp1/Lmna"
"GO:0045058","GO:0045058","T cell selection",14,0.677936933601789,1.74181648477317,0.0066636388645538,0.373160018399455,0.362480647174754,190,"tags=36%, list=13%, signal=31%","Irf4/Cd4/Gli3/Cd74/Il6"
"GO:0045123","GO:0045123","cellular extravasation",25,0.590919976121298,1.73953035913371,0.0045892893824906,0.373160018399455,0.362480647174754,97,"tags=24%, list=7%, signal=23%","Elane/Ccl5/Prtn3/Cx3cl1/Pawr/Itgb2l"
"GO:0016571","GO:0016571","histone methylation",13,0.684162660014381,1.72886242850075,0.00709869052825508,0.373160018399455,0.362480647174754,185,"tags=31%, list=13%, signal=27%","Kpna7/Prdm1/Setbp1/Lmna"
"GO:0006809","GO:0006809","nitric oxide biosynthetic process",19,0.613612971533829,1.7138297959581,0.00774296058974003,0.373160018399455,0.362480647174754,190,"tags=37%, list=13%, signal=32%","Esr1/Il10/Mmp8/Il1b/Itgb2l/Smpd3/Il6"
"GO:0046209","GO:0046209","nitric oxide metabolic process",19,0.613612971533829,1.7138297959581,0.00774296058974003,0.373160018399455,0.362480647174754,190,"tags=37%, list=13%, signal=32%","Esr1/Il10/Mmp8/Il1b/Itgb2l/Smpd3/Il6"
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process",19,0.613612971533829,1.7138297959581,0.00774296058974003,0.373160018399455,0.362480647174754,190,"tags=37%, list=13%, signal=32%","Esr1/Il10/Mmp8/Il1b/Itgb2l/Smpd3/Il6"
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion",63,0.478094275830761,1.69658978145094,0.0025018214103735,0.373160018399455,0.362480647174754,226,"tags=25%, list=16%, signal=22%","Elane/Ccl5/Ephb4/H2-Eb1/Il1b/Cd4/Pawr/Cd59a/Cd276/H2-Aa/Gli3/Cd74/Havcr2/Il6/Pdcd1lg2/Dpp4"
"GO:0034341","GO:0034341","response to interferon-gamma",37,0.520912113548656,1.6721398130618,0.00697843682929757,0.373160018399455,0.362480647174754,254,"tags=38%, list=17%, signal=32%","Ccl5/Ccl22/Ccl17/H2-Eb1/Ccl4/Cx3cl1/Ciita/H2-Aa/Mrc1/Cd74/Ccl24/Igtp/Irgm1/Cdc42ep2"
"GO:0071621","GO:0071621","granulocyte chemotaxis",42,0.504667060137621,1.66059458431005,0.00787785464148916,0.373160018399455,0.362480647174754,253,"tags=40%, list=17%, signal=34%","Ccl5/S100a9/Ccl22/S100a8/Ccl17/Cxcl2/Ccl4/Cx3cl1/Il1b/Itgb2l/Cd74/Cxcl10/Ccl24/C3ar1/Ppbp/Dpp4/Dapk2"
"GO:0002440","GO:0002440","production of molecular mediator of immune response",49,0.487707369756368,1.65756240658441,0.00796210228922548,0.373160018399455,0.362480647174754,326,"tags=35%, list=22%, signal=28%","Elane/Il10/Prg2/H2-Eb1/Rsad2/Il1b/H2-Aa/Tnfrsf4/Cd74/Epx/Il6/Tgfb2/Lax1/Il12a/Cd40/Sema7a/Cd27"
"GO:0006959","GO:0006959","humoral immune response",43,0.494322332769596,1.63157656585861,0.00670431883224091,0.373160018399455,0.362480647174754,145,"tags=28%, list=10%, signal=26%","Elane/Ctsg/S100a9/Ccl22/Ccl17/Ccl27a/Cxcl2/Il1b/Adm/Cd59a/Wfdc2/Cxcl10"
"GO:0042742","GO:0042742","defense response to bacterium",53,0.463614785208938,1.60114469228227,0.0048086000708361,0.373160018399455,0.362480647174754,287,"tags=40%, list=20%, signal=33%","Elane/Ctsg/Il10/Mpo/Prg2/Il1b/Cd4/Adm/Wfdc2/Iigp1/Havcr2/Epx/Igtp/Serpine1/Isg15/Slpi/Irgm1/Lyz2/Oas3/Rnase12/Aqp1"
"GO:0043604","GO:0043604","amide biosynthetic process",43,0.481991458981186,1.59087687786958,0.00883460859341514,0.373160018399455,0.362480647174754,190,"tags=28%, list=13%, signal=25%","Mrpl23/Elavl4/Elane/S100a9/Bdh2/Neurl1a/Slc1a1/Patl2/Smpd3/Nanos3/Dmd/Il6"
"GO:0032496","GO:0032496","response to lipopolysaccharide",72,0.434571296459118,1.58085131807535,0.00603380717755634,0.373160018399455,0.362480647174754,246,"tags=33%, list=17%, signal=29%","Elane/Ctsg/Il10/Ccl5/S100a9/S100a8/Cxcl2/Cx3cl1/Il1b/Adm/Mrc1/Cxcl10/F2r/Havcr2/Il6/Igtp/Serpine1/Tnip3/Ppbp/Slpi/Pdcd1lg2/Trim30a/Irgm1/Plscr2"
"GO:0050863","GO:0050863","regulation of T cell activation",74,0.430926751393715,1.57518519875743,0.00889229882066787,0.373160018399455,0.362480647174754,327,"tags=34%, list=22%, signal=28%","Ctsg/Ccl5/Ephb4/H2-Eb1/Il1b/Cd4/Pawr/Cd59a/Cd276/H2-Aa/Gli3/Cd74/Prdm1/Havcr2/Il6/Pdcd1lg2/Dpp4/Tnfrsf9/Sdc4/Lax1/Ctla2a/Prkcq/Il12a/Cd27/Prnp"
"GO:0097529","GO:0097529","myeloid leukocyte migration",68,0.437312216592885,1.56976269702728,0.00590284386244632,0.373160018399455,0.362480647174754,226,"tags=31%, list=16%, signal=27%","Ctsg/Ccl5/S100a9/Ccl22/Prtn3/S100a8/Ccl17/Cxcl2/Ccl4/Cx3cl1/Il1b/Pawr/Itgb2l/Cd74/Cxcl10/Ccl24/Epx/Serpine1/C3ar1/Ppbp/Dpp4"
"GO:0030595","GO:0030595","leukocyte chemotaxis",66,0.436032065371195,1.55888448075877,0.00614342360891567,0.373160018399455,0.362480647174754,226,"tags=30%, list=16%, signal=27%","Ctsg/Ccl5/S100a9/Ccl22/S100a8/Ccl17/Ccl27a/Cxcl2/Ccl4/Cx3cl1/Il1b/Itgb2l/Cd74/Cxcl10/Ccl24/S1pr1/Serpine1/C3ar1/Ppbp/Dpp4"
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion",88,0.412821416241026,1.53830243038564,0.00709771387392836,0.373160018399455,0.362480647174754,226,"tags=23%, list=16%, signal=20%","Elane/Ctsg/Ccl5/S100a9/Ephb4/S100a8/H2-Eb1/Il1b/Cd4/Pawr/Itgb2l/Cd59a/Cd276/H2-Aa/Gli3/Cd74/Havcr2/Il6/Pdcd1lg2/Dpp4"
"GO:0050900","GO:0050900","leukocyte migration",103,0.397600638762443,1.52778028884006,0.00536034617952516,0.373160018399455,0.362480647174754,253,"tags=27%, list=17%, signal=24%","Elane/Ctsg/Ccl5/S100a9/Ccl22/Prtn3/S100a8/Ccl17/Ccl27a/Cxcl2/Ccl4/Cx3cl1/Il1b/Pawr/Itgb2l/Smpd3/Cd74/Cxcl10/Ccl24/Epx/S1pr1/Cadm1/Serpine1/C3ar1/Ppbp/Dpp4/Nkx2-3/Dapk2"
"GO:0060326","GO:0060326","cell chemotaxis",80,0.409085631465882,1.50797545022052,0.00862081085677991,0.373160018399455,0.362480647174754,314,"tags=36%, list=22%, signal=30%","Ctsg/Ccl5/S100a9/Ccl22/S100a8/Ccl17/Ccl27a/Cxcl2/Ccl4/Cx3cl1/Il1b/Itgb2l/Ccr9/Cd74/Plekhg5/Cxcl10/Ccl24/S1pr1/Kdr/Serpine1/C3ar1/Ppbp/Dpp4/Dapk2/Fgfr1/Pde4b/Prkcq/Ccl9/Il12a"
"GO:0043085","GO:0043085","positive regulation of catalytic activity",126,0.375185566701202,1.48774353682792,0.00535959938726722,0.373160018399455,0.362480647174754,380,"tags=39%, list=26%, signal=31%","Esr1/Ccl5/S100a9/Ephb4/Ccl22/Prtn3/S100a8/Ccl17/Rgs8/Efna1/Ccl4/Cx3cl1/Il1b/Cd4/Pawr/Neurl1a/Slc1a1/Srcin1/Plekhg4/Cd74/Ccl24/F2r/S1pr1/Igtp/Kdr/Casp6/Arhgap29/Tnfsf10/Irgm1/Sdc4/Hmga2/Tgfb2/Fgfr1/Prkcq/Smad3/Ms4a2/Arhgap6/Ccl9/Cd40/Rasgef1b/Prnp/Rgs1/Nlrp6/F11r/Ccnd1/Hip1/Hnf4a/Axl/Lgmn"
"GO:0009887","GO:0009887","animal organ morphogenesis",100,0.388152962369905,1.48675761622023,0.00636553867942089,0.373160018399455,0.362480647174754,209,"tags=27%, list=14%, signal=25%","Esr1/Smtnl1/Ntng1/Ephb4/Snai1/Efna1/Hoxb8/Tnni1/Slc1a1/Ltbp3/Tbx4/Meis3/Smpd3/Gata2/Gli3/Bbs1/Mycn/Cdh1/Prdm1/Tgm2/S1pr1/Il6/Kdr/Shank3/Serpine1/Sox5/Casp6"
"GO:0042110","GO:0042110","T cell activation",110,0.374986538842317,1.46735542096712,0.00883999734172816,0.373160018399455,0.362480647174754,327,"tags=30%, list=22%, signal=25%","Ctsg/Ccl5/Ephb4/Irf4/H2-Eb1/Rsad2/Il1b/Cd4/Pawr/Ccr9/Cd59a/Cd276/H2-Aa/Tnfrsf4/Gli3/Cd74/Clec4a1/Prdm1/Havcr2/Il6/Pdcd1lg2/Dpp4/Tnfrsf9/Bcl11a/Nkx2-3/Sdc4/Lax1/Ctla2a/Prkcq/Smad3/Il12a/Cd27/Prnp"
"GO:0044093","GO:0044093","positive regulation of molecular function",173,0.346624471952385,1.43887560970847,0.00527101813927696,0.373160018399455,0.362480647174754,320,"tags=31%, list=22%, signal=28%","Esr1/Syngr3/Il10/Ccl5/S100a9/Ephb4/Ccl22/Irf4/Prtn3/S100a8/Ccl17/Rgs8/Efna1/Mmp8/Wnk2/Ccl4/Cx3cl1/Il1b/Cd4/Pawr/Itgb2l/Neurl1a/Slc1a1/Srcin1/Plekhg4/Clock/Cd74/Ccl24/F2r/Dmd/S1pr1/Il6/Igtp/Kdr/Shank3/Casp6/Arhgap29/Tnfsf10/Trim30a/Irgm1/Cacnb3/Sdc4/Traf1/Hmga2/Tgfb2/Fgfr1/Prkcq/Camk2a/Smad3/Ms4a2/Arhgap6/Ccl9/Cd40/Rasgef1b"
"GO:0006935","GO:0006935","chemotaxis",119,0.364890464122104,1.43419762430356,0.00898959729674203,0.373160018399455,0.362480647174754,319,"tags=34%, list=22%, signal=29%","Ctsg/Ccl5/S100a9/Ephb4/Ccl22/S100a8/Ccl17/Ccl27a/Efna1/Cxcl2/Ccl4/Cx3cl1/Il1b/Itgb2l/Ccr9/Gli3/Cd74/Plekhg5/Cxcl10/Ccl24/Enah/Arx/S1pr1/Kdr/Serpine1/C3ar1/Scn1b/Ppbp/Dpp4/Sema4f/Dapk2/Tgfb2/Fgfr1/Pde4b/Prkcq/Arhgef25/Smad3/Lsp1/Ccl9/Il12a/Sema7a"
"GO:0042330","GO:0042330","taxis",119,0.364890464122104,1.43419762430356,0.00898959729674203,0.373160018399455,0.362480647174754,319,"tags=34%, list=22%, signal=29%","Ctsg/Ccl5/S100a9/Ephb4/Ccl22/S100a8/Ccl17/Ccl27a/Efna1/Cxcl2/Ccl4/Cx3cl1/Il1b/Itgb2l/Ccr9/Gli3/Cd74/Plekhg5/Cxcl10/Ccl24/Enah/Arx/S1pr1/Kdr/Serpine1/C3ar1/Scn1b/Ppbp/Dpp4/Sema4f/Dapk2/Tgfb2/Fgfr1/Pde4b/Prkcq/Arhgef25/Smad3/Lsp1/Ccl9/Il12a/Sema7a"
"GO:0043207","GO:0043207","response to external biotic stimulus",234,0.333365402199894,1.43338301403676,0.00485047663008893,0.373160018399455,0.362480647174754,317,"tags=32%, list=22%, signal=29%","Elane/Ctsg/Il10/Ccl5/S100a9/Ccl22/Irf4/Mpo/Gzma/S100a8/Ly6a/Ccl17/Prg2/Ccl27a/H2-Eb1/Cxcl2/Ccl4/Rsad2/Cx3cl1/Il1b/Cd4/Adm/Ciita/Wfdc2/H2-Aa/Iigp1/Clec4n/Mrc1/Cd74/Cxcl10/Ifit1/Ifit2/Ccl24/Clec4a1/F2r/Prdm1/Havcr2/Epx/Il6/Igtp/Cadm1/Serpine1/Casp6/Isg15/Tnip3/Ppbp/Slpi/Pdcd1lg2/Dpp4/Fabp4/Trim30a/Irgm1/Ccdc92/Plscr2/Mx1/Cdc42ep2/Lyz2/Mx2/Rtp4/Ddx60/Oas3/Oasl1/Usp18/Rnase12/Pde4b/Cybb/Aqp1/Smad3/Ifit3/Ifi44/Ccl9/Il12a/Batf2/Cd40"
"GO:0051707","GO:0051707","response to other organism",234,0.333365402199894,1.43338301403676,0.00485047663008893,0.373160018399455,0.362480647174754,317,"tags=32%, list=22%, signal=29%","Elane/Ctsg/Il10/Ccl5/S100a9/Ccl22/Irf4/Mpo/Gzma/S100a8/Ly6a/Ccl17/Prg2/Ccl27a/H2-Eb1/Cxcl2/Ccl4/Rsad2/Cx3cl1/Il1b/Cd4/Adm/Ciita/Wfdc2/H2-Aa/Iigp1/Clec4n/Mrc1/Cd74/Cxcl10/Ifit1/Ifit2/Ccl24/Clec4a1/F2r/Prdm1/Havcr2/Epx/Il6/Igtp/Cadm1/Serpine1/Casp6/Isg15/Tnip3/Ppbp/Slpi/Pdcd1lg2/Dpp4/Fabp4/Trim30a/Irgm1/Ccdc92/Plscr2/Mx1/Cdc42ep2/Lyz2/Mx2/Rtp4/Ddx60/Oas3/Oasl1/Usp18/Rnase12/Pde4b/Cybb/Aqp1/Smad3/Ifit3/Ifi44/Ccl9/Il12a/Batf2/Cd40"
"GO:0050790","GO:0050790","regulation of catalytic activity",207,0.33312768834496,1.41490554099198,0.00447350141191675,0.373160018399455,0.362480647174754,373,"tags=33%, list=26%, signal=28%","Esr1/Ngp/Ccl5/S100a9/Inca1/Ephb4/Ccl22/Prtn3/Gzma/S100a8/Ccl17/Rgs8/Efna1/Ccl4/Cx3cl1/Il1b/Cd4/Pawr/Neurl1a/Slc1a1/Cmya5/Wfdc2/Mapt/Srcin1/Plekhg4/Tnfrsf4/Cd74/Cdh1/Ccl24/F2r/S1pr1/Il6/Igtp/Kdr/Serpine1/Cdkn1c/Casp6/Slpi/Arhgap29/Tnfsf10/Fabp4/Irgm1/Sdc4/Hmga2/Oas3/Oasl1/Tgfb2/Serpinb2/Fgfr1/Lax1/Aqp1/Prkcq/Camk2a/Smad3/Ms4a2/Arhgap6/Ccl9/Cd40/Rasgef1b/Prnp/Serpinc1/Rgs1/Nlrp6/F11r/Ccnd1/Hip1/Hnf4a/Axl"
"GO:0009607","GO:0009607","response to biotic stimulus",239,0.326178940208147,1.40760786760248,0.00462939359774604,0.373160018399455,0.362480647174754,317,"tags=31%, list=22%, signal=29%","Elane/Ctsg/Il10/Ccl5/S100a9/Ccl22/Irf4/Mpo/Gzma/S100a8/Ly6a/Ccl17/Prg2/Ccl27a/H2-Eb1/Cxcl2/Ccl4/Rsad2/Cx3cl1/Il1b/Cd4/Adm/Ciita/Wfdc2/H2-Aa/Iigp1/Clec4n/Mrc1/Cd74/Cxcl10/Ifit1/Ifit2/Ccl24/Clec4a1/F2r/Prdm1/Havcr2/Epx/Il6/Igtp/Cadm1/Serpine1/Casp6/Isg15/Tnip3/Ppbp/Slpi/Pdcd1lg2/Dpp4/Fabp4/Trim30a/Irgm1/Ccdc92/Plscr2/Mx1/Cdc42ep2/Lyz2/Mx2/Rtp4/Ddx60/Oas3/Oasl1/Usp18/Rnase12/Pde4b/Cybb/Aqp1/Smad3/Ifit3/Ifi44/Ccl9/Il12a/Batf2/Cd40"
"GO:0006955","GO:0006955","immune response",280,0.314515636395122,1.36963392032923,0.00882871326784505,0.373160018399455,0.362480647174754,319,"tags=29%, list=22%, signal=28%","Esr1/Elane/Ctsg/Il10/Ccl5/S100a9/Camk4/Slc15a2/Ccl22/Gzmb/Irf4/S100a8/Ccl17/Prg2/Ccl27a/H2-Eb1/Cxcl2/Ccl4/Rsad2/Cx3cl1/Il1b/Cd4/Adm/Ciita/Pawr/Itgb2l/Ccr9/Cd59a/Cd276/Wfdc2/H2-Aa/Iigp1/Clec4n/Gata2/Mrc1/Cd74/Cxcl10/Ifit1/Ifit2/Ccl24/Clec4a1/Prdm1/Havcr2/Epx/Il6/Igtp/Cadm1/C3ar1/Casp6/Isg15/Tnip3/Ppbp/Slpi/Tnfsf10/Pdcd1lg2/Dpp4/Trim30a/Irgm1/Ccdc92/Nkx2-3/Plscr2/Cacnb3/Mx1/Cdc42ep2/Mx2/Ddx60/Oas3/Oasl1/Tgfb2/Lax1/Pde4b/Cybb/Prkcq/Smad3/Ifit3/Ms4a2/Ifi44/Ccl9/Il12a/Cd40/Ltb/Sema7a"
"GO:0001773","GO:0001773","myeloid dendritic cell activation",11,0.70642819356553,1.69584944885891,0.0106434212074359,0.3795004797798,0.368639652510834,170,"tags=36%, list=12%, signal=32%","Il10/Camk4/Irf4/Havcr2"
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process",10,-0.703337325245937,-1.69088752444514,0.0105532090888079,0.3795004797798,0.368639652510834,218,"tags=50%, list=15%, signal=43%","Prickle1/Trib2/Desi1/Trib1/Hspa1a"
"GO:0001837","GO:0001837","epithelial to mesenchymal transition",22,0.583921784457617,1.6762653276639,0.00961091465051589,0.3795004797798,0.368639652510834,296,"tags=55%, list=20%, signal=44%","Snai1/Efna1/Il1b/Pawr/Spred3/Loxl2/Rian/Il6/Hmga2/Tgfb2/Fgfr1/Smad3"
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor",22,0.578207741049041,1.65986201286814,0.0102559330998522,0.3795004797798,0.368639652510834,317,"tags=55%, list=22%, signal=43%","Ccl5/Ccl22/Ccl17/Ccl4/Cx3cl1/Smpd3/Ccl24/Il6/Fabp4/Traf1/Ccl9/Cd40"
"GO:0072676","GO:0072676","lymphocyte migration",30,0.534497500412576,1.63984819104664,0.0107335313202935,0.3795004797798,0.368639652510834,193,"tags=33%, list=13%, signal=30%","Ccl5/Ccl22/Ccl17/Ccl27a/Ccl4/Cx3cl1/Cxcl10/Ccl24/S1pr1/Cadm1"
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process",30,-0.511261260920442,-1.62867444549395,0.00993085241092346,0.3795004797798,0.368639652510834,187,"tags=33%, list=13%, signal=30%","Myof/Slc45a3/P2ry1/Adora2b/Pygl/Inpp5k/Mogat2/Per2/Hsd11b1/Igfbp4"
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response",33,0.504728471948433,1.57874704654714,0.0111145990671592,0.3795004797798,0.368639652510834,326,"tags=36%, list=22%, signal=29%","Il10/Prg2/Rsad2/Il1b/Tnfrsf4/Cd74/Epx/Il6/Tgfb2/Cd40/Sema7a/Cd27"
"GO:0050870","GO:0050870","positive regulation of T cell activation",55,0.448963311301072,1.56051387305592,0.0100671785870305,0.3795004797798,0.368639652510834,226,"tags=25%, list=16%, signal=22%","Ccl5/Ephb4/H2-Eb1/Il1b/Cd4/Cd59a/Cd276/H2-Aa/Gli3/Cd74/Havcr2/Il6/Pdcd1lg2/Dpp4"
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion",76,0.420008886246791,1.53821346527026,0.0111947044182832,0.3795004797798,0.368639652510834,327,"tags=30%, list=22%, signal=25%","Elane/Ctsg/Ccl5/Ephb4/H2-Eb1/Il1b/Cd4/Pawr/Cd59a/Cd276/H2-Aa/Gli3/Cd74/Havcr2/Il6/Pdcd1lg2/Dpp4/Sdc4/Lax1/Prkcq/Il12a/Cd27/Prnp"
