"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0042742","GO:0042742","defense response to bacterium",54,0.789165479797321,1.34326857629162,0.000243797767997561,0.0465432102540799,0.044490176418311,198,"tags=35%, list=13%, signal=32%","Mpo/Elane/Ctsg/Igtp/Irgm1/Slpi/Iigp1/Hp/Clec4d/Isg15/Lyz2/Lcn2/Pglyrp2/Havcr2/Irf8/Pglyrp1/Aqp1/Wfdc17/Mpeg1"
"GO:1901701","GO:1901701","cellular response to oxygen-containing compound",164,0.697922701763929,1.21016301976491,0.000275695666483964,0.0482467416346938,0.0461185645600807,274,"tags=33%, list=18%, signal=30%","Ly6a/Mpo/Ctsg/Igtp/Cyp11a1/Irgm1/Mrc1/Sirpa/Il12a/Mt1/Gfi1/Spp1/Ly6c2/Socs2/Tnip3/Tgm2/Trim30a/Cdh1/Tbxa2r/Zfp36/Car2/Mgst1/Lcn2/Cmpk2/Pdcd1lg2/Mef2c/Pcsk9/Pde4b/Havcr2/Hmgn3/Irf8/Socs1/Socs3/Vim/Aqp1/Csrp3/Ctr9/Psap/Dnmt3b/Prkcq/Mn1/Ccl2/Ffar2/Lpl/Col4a1/Ceacam1/Lgmn/Ptprf/Nsg2/Bnip3/Ptprn/Klf9/Pde2a/Anxa1"
"GO:0009617","GO:0009617","response to bacterium",139,0.710286279330803,1.2289844070736,0.000535796781333576,0.0858647392837431,0.0820772219619539,253,"tags=35%, list=16%, signal=32%","Ly6a/Mpo/Elane/Ctsg/F2r/Igtp/Irgm1/Slpi/Mrc1/Sirpa/Il12a/Gfi1/Iigp1/Hp/Tnip3/Trim30a/Klhl6/Ifit1/Clec4d/Isg15/Tbxa2r/Zfp36/Mgst1/Lyz2/Lcn2/Cmpk2/Pdcd1lg2/Mef2c/Pde4b/Pglyrp2/Havcr2/Pygl/Ifi44/Irf8/Cd52/Pglyrp1/Vim/Aqp1/Wfdc17/Ctr9/Mpeg1/Ociad2/Ccl2/Lpl/Usp18/S100a8/Dusp10/Bnip3"
"GO:0045595","GO:0045595","regulation of cell differentiation",244,0.670939475790871,1.16719579904927,0.000572431595224954,0.0858647392837431,0.0820772219619539,349,"tags=34%, list=23%, signal=32%","Dlk1/Gata2/Ctla2a/Mycn/Flt3/Slc7a5/Bcl11a/Tmem176b/Ccl9/Alox5/Ccr2/Il12a/Gfi1/Socs2/Hmga2/Cd34/Tgm2/Ccnd1/Cd74/Scin/Gpr171/Cd27/Myc/Isg15/Thy1/Id2/Zfp36/F11r/Car2/Itgb3/Dkkl1/Smad3/Mef2c/Tcf4/Cd276/Pglyrp2/Tyrobp/Gata3/Cd83/Ccnd2/Pglyrp1/Meis1/Ccr1/S100a10/Socs1/Socs3/Csf1r/H2-Aa/Plxnb2/Spint1/Tox/Vim/Il6st/Csrp3/Ctr9/Dnmt3b/Klf4/Sema7a/Lpl/Ceacam1/Gcnt2/Kit/Ptprf/Cd28/Lmna/Tmem98/Dusp10/Metrnl/Anxa1/Bcl2/Myadm/Tmem176a/Foxo1/Tnfrsf1b/Ccr5/Dab2/Mpl/Vcl/Il6/Ets1/Runx3/Ptger4/Ccl3/L1cam"
"GO:0006952","GO:0006952","defense response",290,0.664329101064157,1.15697663225,0.000682336305829537,0.0955270828161352,0.0913133568573282,377,"tags=40%, list=24%, signal=37%","Mpo/Elane/Ctsg/Casp6/Ctla2a/F2r/Igtp/Irgm1/Rtp4/Slpi/Ccl9/Alox5/Mrc1/Sirpa/Ccr2/Il12a/Rsad2/Iigp1/Hp/Il1r1/Trim30a/Cfp/Cd74/Oasl1/Cd200r4/Ifit1/Clec4d/Isg15/Ctsc/Tbxa2r/Zfp36/Ccl4/Cybb/Lyz2/Ifit2/Lcn2/Smad3/Mef2c/Cd276/H2-Eb1/Lsp1/Pglyrp2/Havcr2/Nkg7/Tyrobp/Irf8/Gata3/Ctss/Pglyrp1/Ccr1/Socs1/Socs3/Mmp8/Csf1r/H2-Aa/Ccl24/Vim/Parp9/Aqp1/Csrp3/Wfdc17/Mpeg1/Prkcq/Klf4/Gpr4/Il1rl1/Oasl2/Sema7a/Ccl2/Ffar2/Lpl/Ceacam1/Isg20/Lgals3/Kit/Cd28/Pld4/Ccl6/S100a8/Mx1/Dusp10/Bnip3/Metrnl/Ifi203/Pde2a/Anxa1/Trim34a/Bcl2/Ddt/Saa3/Il17re/F7/Tnfrsf1b/Pf4/Ccr5/Il27ra/Gbp2/Il6/Ms4a2/Ets1/Ly86/C3ar1/Ptger4/Ccl3/S100a9/Cd96/Gbp7/Flnb/Clec10a/Clec4e/Mndal/Prdm1/Il1r2/Cx3cl1/Ifitm6"
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process",199,0.680895608204196,1.18243530469626,0.000902146445822794,0.114835752065721,0.109770315383123,324,"tags=33%, list=21%, signal=30%","Dlk1/Gata2/Elane/F2r/Mycn/Flt3/Bcl11a/Tmem176b/Alox5/Sirpa/Ccr2/Il12a/Socs2/Hmga2/Cd34/Trim30a/Cd74/Myc/Ctsc/Thy1/Id2/Cd9/Tbxa2r/Zfp36/Smad3/Pdcd1lg2/Mef2c/Pcsk9/Tcf4/Cd276/Pde4b/Pglyrp2/Havcr2/Tyrobp/Gata3/Cd83/Ccnd2/Pglyrp1/Meis1/Ccr1/Homer2/Socs1/Mmp8/Klf4/Gpr4/Il1rl1/Sema7a/Ccl2/Ceacam1/Lgmn/Lmna/Tmem98/Dusp10/Ndrg2/Klf2/Anxa1/Bcl2/Apln/Tmem176a/Foxo1/Tnfrsf1b/Gadd45a/Ccr5/Il27ra/Cd59a/Il6"
"GO:0006955","GO:0006955","immune response",291,0.664785083343255,1.15767914470677,0.000929622754817741,0.114835752065721,0.109770315383123,408,"tags=42%, list=26%, signal=38%","Gata2/Gzmb/Elane/Ctsg/Casp6/Igtp/Irgm1/Slpi/Ccl9/Alox5/Mrc1/Sirpa/Csf2rb2/Ccr2/Spns2/Il12a/Rsad2/Gfi1/Iigp1/Il1r1/Tnip3/Trim30a/Cfp/Cd74/Csf2rb/Oasl1/Serpina3g/Klhl6/Ifit1/Clec4d/Isg15/Ctsc/Thy1/Ccl4/Cybb/Tnfsf10/Ifit2/Lcn2/Smad3/Pdcd1lg2/Nkx2-3/Mef2c/Cd276/H2-Eb1/Pde4b/Pglyrp2/Havcr2/Ccr9/Nkg7/Ifi44/Tyrobp/Irf8/Gata3/Ctss/Pglyrp1/Ccr1/Socs1/Csf1r/H2-Aa/Ccl24/Vim/Parp9/Wfdc17/Mpeg1/Prkcq/Il1rl1/Oasl2/Sema7a/Ccl2/Lat2/Ffar2/Ceacam1/Isg20/Lgals3/Kit/Ltb/Cd28/Pld4/Tmem98/Ccl6/S100a8/Mx1/Dusp10/Ifi203/Anxa1/Trim34a/Bcl2/Lax1/Tnfrsf1b/Pf4/Tec/Ccr5/Il27ra/Gbp2/Cd59a/Il6/Ms4a2/Ly86/C3ar1/Mfsd6/Ptger4/Ccl3/S100a9/Cd96/Gbp7/Flnb/Plscr2/Clec4e/Mndal/Prdm1/Cx3cl1/Ifitm6/Nfatc2/Nfkb2/Fgl2/Itgam/St3gal1/H2-DMa/Fyn/Ccr7/Cd55/Irf4/Clec4a1"
"GO:1903706","GO:1903706","regulation of hemopoiesis",89,0.716509222721098,1.2329230637946,0.00131618777808824,0.125636106090241,0.12009426281408,195,"tags=34%, list=13%, signal=31%","Dlk1/Gata2/Ctla2a/Flt3/Tmem176b/Ccr2/Il12a/Cd74/Scin/Gpr171/Cd27/Myc/Isg15/Id2/Zfp36/Car2/Itgb3/Mef2c/Pglyrp2/Tyrobp/Gata3/Cd83/Pglyrp1/Meis1/Ccr1/Socs1/Csf1r/H2-Aa/Tox/Ctr9"
"GO:0051093","GO:0051093","negative regulation of developmental process",145,0.694413043807698,1.20239948925241,0.00131618777808824,0.125636106090241,0.12009426281408,324,"tags=35%, list=21%, signal=31%","Dlk1/Gata2/Mycn/Flt3/Bcl11a/Tmem176b/Ccl9/Alox5/Ccr2/Gfi1/Socs2/Hmga2/Ccnd1/Cd74/Gpr171/Myc/Thy1/Id2/Zfp36/Itgb3/Smad3/Tcf4/Pglyrp2/Gata3/Ccnd2/Pglyrp1/Meis1/Ccr1/Socs1/Csrp3/Ctr9/Klf4/Gpr4/Sema7a/Ccl2/Ceacam1/Lgmn/Kit/Lmna/Tmem98/Dusp10/Bnip3/Klf2/Anxa1/Bcl2/Tmem176a/Foxo1/Gadd45a/Ccr5/Cd59a/Il6"
"GO:0010628","GO:0010628","positive regulation of gene expression",181,0.685647378365346,1.19084659963441,0.00120574033677733,0.125636106090241,0.12009426281408,246,"tags=29%, list=16%, signal=28%","Dlk1/Gata2/Elane/F2r/Mycn/Flt3/Slc7a5/Bcl11a/Ccr2/Il12a/Rsad2/Hmga2/Il1r1/Cd34/Cd74/Cd27/Myc/Isg15/Cebpe/Id2/Zfp36/Ccl4/Itgb3/Lcn2/Smad3/Mef2c/Cd276/Pde4b/Havcr2/Arx/Tyrobp/Irf8/Gata3/Cd83/S100a10/Mmp8/Csf1r/Tfr2/Plxnb2/Vim/Dnmt3b/Prkcq/Klf4/Il1rl1/Sema7a/Calcoco1/Ccl2/Ffar2/Lpl/Kit/Ltb/Cd28/Lmna"
"GO:0051094","GO:0051094","positive regulation of developmental process",216,0.677758924364574,1.1780560372543,0.00118733244766263,0.125636106090241,0.12009426281408,349,"tags=38%, list=23%, signal=34%","Dlk1/Gata2/Casp6/Flt3/Slc7a5/Bcl11a/Alox5/Ccr2/Il12a/Gfi1/Socs2/Hmga2/Cd34/Tgm2/Ccnd1/Cd74/Scin/Cd27/Myc/Isg15/Id2/Tbxa2r/Zfp36/F11r/Car2/Itgb3/Lcn2/Dkkl1/Smad3/Mef2c/Tcf4/Cd276/Vldlr/Arx/Tyrobp/Gata3/Cd83/Ccnd2/Ccr1/S100a10/Socs1/Socs3/Csf1r/H2-Aa/Plxnb2/Spint1/Ccl24/Tox/Vim/Il6st/Aqp1/Csrp3/Dnmt3b/Klf4/Sema7a/Lpl/Ceacam1/Gcnt2/Lgals3/Kit/Ptprf/Cd28/Lmna/Dusp10/Bnip3/Metrnl/Anxa1/Bcl2/Myadm/Tnfrsf1b/Ccr5/Kdm5b/Dab2/Mpl/Il6/Zdhhc15/Ets1/C3ar1/Runx3/Ptger4/Ccl3/L1cam"
"GO:0065008","GO:0065008","regulation of biological quality",431,0.644347191852295,1.12418270902746,0.00129777985959004,0.125636106090241,0.12009426281408,351,"tags=30%, list=23%, signal=32%","Dlk1/Gata2/Ctsg/Casp6/Muc13/Pim2/F2r/Igtp/Cyp11a1/Irgm1/Flt3/Cpa3/Slc7a5/Bcl11a/Fth1/Alox5/Ccr2/Spns2/Mt1/Gfi1/Spp1/Fabp5/Slc18a2/Olfm1/Socs2/Hmga2/Cd34/Sipa1l1/Tgm2/Ccnd1/Cd74/Hip1/Scin/Slc22a3/Cdh1/Nrgn/Rab38/Lipg/Myc/Isg15/Thy1/Id2/Cd9/Tbxa2r/Zfp36/F11r/Ccl4/Car2/Itgb3/Lcn2/Slc7a8/Smad3/Ifi30/Nkx2-3/Fchsd2/Mef2c/Pcsk9/Pde4b/Hmgn3/Ccr9/Pygl/Tyrobp/Gata3/Ctss/Cd52/Hsd11b1/Ccr1/Homer2/Fhl1/Fstl1/Csf1r/Tfr2/Ccl24/Vim/Il6st/Aqp1/Csrp3/Rnf149/Prkcq/Klf4/Gpr4/F13a1/Sema7a/Ccl2/Ffar2/Lpl/Ceacam1/Gcnt2/Crispld1/Lgmn/Eya2/Kit/Ptprf/Gp9/Lmna/Bnip3/Rgs7bp/Ptprn/Metrnl/Klf2/Pde2a/Anxa1/Bcl2/Apln/Ptp4a3/Cpt1c/Myadm/Crtap/Foxo1/F7/Tnfrsf1b/Pf4/Esam/Tec/Tmem108/Ccr5/Kdm5b/Dab2/Tmem9/Mpl/Il6/Zdhhc15/Ms4a2/Ets1/C3ar1/Camk2a/Ptger4/Ccl3/L1cam/S100a9"
"GO:0030097","GO:0030097","hemopoiesis",163,0.681667944385413,1.18184929333673,0.00144504331610459,0.131938737557376,0.126118883469632,279,"tags=34%, list=18%, signal=31%","Dlk1/Prtn3/Gata2/Ctla2a/Flt3/Bcl11a/Tmem176b/Sirpa/Ccr2/Il12a/Rsad2/Gfi1/Samd9l/Cd34/Cd74/Scin/Gpr171/Cd27/Myc/Clec4d/Isg15/Cebpe/Id2/Zfp36/Car2/Itgb3/Nkx2-3/Satb1/Mef2c/Pglyrp2/Ccr9/Tyrobp/Irf8/Gata3/Cd83/Pglyrp1/Meis1/Ccr1/Socs1/Csf1r/H2-Aa/Tox/Ctr9/Psap/Klf4/Ceacam1/Kit/Gp9/Cd28/Pld4/Tmem98/Dusp10/Top2a/Klf2/Anxa1/Bcl2"
